sensor_id,city,zone_type,pm25,pm10,co2_ppm,temperature_c,humidity_pct,wind_speed_kmh,aqi_value,severity,recorded_at
PKS_ISB_PRK_01,Islamabad,park,6.71,7.54,400.0,32.6,26.47,13.01,28.0,GOOD,2026-07-19T23:15:42.317611+00:00
PKS_ISB_TRF_02,Islamabad,traffic,136.13,161.08,564.85,33.46,33.35,54.15,192.6,UNHEALTHY,2026-07-19T23:15:42.317621+00:00
PKS_PEW_IND_01,Peshawar,industrial,64.64,79.59,705.01,33.36,39.87,33.5,155.7,UNHEALTHY,2026-07-19T23:15:42.317631+00:00
PKS_PEW_RES_02,Peshawar,residential,21.74,26.61,400.0,37.58,28.12,16.56,71.3,MODERATE,2026-07-19T23:15:42.317640+00:00
PKS_MUL_TRF_01,Multan,traffic,64.08,69.51,427.13,34.66,13.5,40.14,155.4,UNHEALTHY,2026-07-19T23:15:42.317651+00:00
PKS_MUL_PRK_02,Multan,park,15.19,16.91,400.0,25.46,26.43,25.57,57.5,MODERATE,2026-07-19T23:15:42.317660+00:00
PKS_KHI_IND_01,Karachi,industrial,66.36,77.5,627.58,32.99,42.12,54.53,156.6,UNHEALTHY,2026-07-19T23:15:53.388615+00:00
PKS_KHI_TRF_02,Karachi,traffic,47.87,59.12,443.09,30.05,41.56,56.76,131.5,UNHEALTHY FOR SENSITIVE,2026-07-19T23:15:53.388710+00:00
PKS_LHR_RES_01,Lahore,residential,32.96,40.77,400.0,29.48,33.95,37.93,94.9,MODERATE,2026-07-19T23:15:53.388761+00:00
PKS_LHR_IND_02,Lahore,industrial,238.47,262.91,511.02,40.7,85.23,38.62,288.2,VERY UNHEALTHY,2026-07-19T23:15:53.388809+00:00
PKS_ISB_PRK_01,Islamabad,park,8.74,9.75,400.0,34.69,51.83,43.53,36.4,GOOD,2026-07-19T23:15:53.388852+00:00
PKS_ISB_TRF_02,Islamabad,traffic,56.71,69.1,424.9,41.65,21.15,50.23,151.6,UNHEALTHY,2026-07-19T23:15:53.388895+00:00
PKS_PEW_IND_01,Peshawar,industrial,64.1,76.05,541.85,29.26,22.75,0.5,155.4,UNHEALTHY,2026-07-19T23:15:53.388939+00:00
PKS_PEW_RES_02,Peshawar,residential,30.12,35.3,400.0,37.45,89.06,49.66,88.9,MODERATE,2026-07-19T23:15:53.388978+00:00
PKS_MUL_TRF_01,Multan,traffic,63.32,72.32,433.59,40.71,37.14,46.6,155.0,UNHEALTHY,2026-07-19T23:15:53.389020+00:00
PKS_MUL_PRK_02,Multan,park,12.97,16.35,400.0,38.17,24.19,17.03,52.8,MODERATE,2026-07-19T23:15:53.389061+00:00
PKS_KHI_IND_01,Karachi,industrial,283.74,360.76,531.8,33.88,39.98,48.1,327.5,HAZARDOUS,2026-07-19T23:16:04.488228+00:00
PKS_KHI_TRF_02,Karachi,traffic,46.63,52.23,454.94,31.4,87.04,29.46,128.4,UNHEALTHY FOR SENSITIVE,2026-07-19T23:16:04.488305+00:00
PKS_LHR_RES_01,Lahore,residential,30.74,33.34,400.0,31.86,82.43,14.84,90.2,MODERATE,2026-07-19T23:16:04.488350+00:00
PKS_LHR_IND_02,Lahore,industrial,58.19,62.97,678.03,38.49,45.38,56.54,152.4,UNHEALTHY,2026-07-19T23:16:04.488391+00:00
PKS_ISB_PRK_01,Islamabad,park,7.44,8.28,400.0,20.35,22.66,53.57,31.0,GOOD,2026-07-19T23:16:04.488429+00:00
PKS_ISB_TRF_02,Islamabad,traffic,37.79,42.73,503.76,42.17,21.43,25.45,106.6,UNHEALTHY FOR SENSITIVE,2026-07-19T23:16:04.488467+00:00
PKS_PEW_IND_01,Peshawar,industrial,64.13,79.9,658.92,36.26,26.91,0.55,155.5,UNHEALTHY,2026-07-19T23:16:04.488505+00:00
PKS_PEW_RES_02,Peshawar,residential,31.74,40.48,400.0,32.54,84.68,17.07,92.3,MODERATE,2026-07-19T23:16:04.488546+00:00
PKS_MUL_TRF_01,Multan,traffic,50.11,53.21,414.6,31.41,55.17,26.03,137.0,UNHEALTHY FOR SENSITIVE,2026-07-19T23:16:04.488586+00:00
PKS_MUL_PRK_02,Multan,park,10.5,11.43,400.0,24.96,23.89,31.71,43.8,GOOD,2026-07-19T23:16:04.488624+00:00
PKS_KHI_IND_01,Karachi,industrial,247.31,261.24,561.77,36.95,60.54,55.91,296.9,VERY UNHEALTHY,2026-07-19T23:16:15.575811+00:00
PKS_KHI_TRF_02,Karachi,traffic,61.62,77.37,516.66,34.51,39.34,41.46,154.2,UNHEALTHY,2026-07-19T23:16:15.575843+00:00
PKS_LHR_RES_01,Lahore,residential,31.18,39.7,400.0,22.24,79.18,44.47,91.1,MODERATE,2026-07-19T23:16:15.575856+00:00
PKS_LHR_IND_02,Lahore,industrial,66.43,84.75,536.31,28.39,47.82,27.42,156.6,UNHEALTHY,2026-07-19T23:16:15.575866+00:00
PKS_ISB_PRK_01,Islamabad,park,6.53,7.88,400.0,28.5,68.22,26.06,27.2,GOOD,2026-07-19T23:16:15.575877+00:00
PKS_ISB_TRF_02,Islamabad,traffic,57.1,67.02,400.0,34.74,16.09,53.5,151.8,UNHEALTHY,2026-07-19T23:16:15.575887+00:00
PKS_PEW_IND_01,Peshawar,industrial,187.73,227.59,486.54,27.88,40.42,56.33,237.9,VERY UNHEALTHY,2026-07-19T23:16:15.575897+00:00
PKS_PEW_RES_02,Peshawar,residential,67.26,76.54,400.0,34.15,62.77,57.33,157.1,UNHEALTHY,2026-07-19T23:16:15.575907+00:00
PKS_MUL_TRF_01,Multan,traffic,46.01,52.59,509.35,27.55,75.1,42.32,126.9,UNHEALTHY FOR SENSITIVE,2026-07-19T23:16:15.575916+00:00
PKS_MUL_PRK_02,Multan,park,9.0,10.85,400.0,26.25,86.36,41.86,37.5,GOOD,2026-07-19T23:16:15.575926+00:00
PKS_KHI_IND_01,Karachi,industrial,68.97,88.32,660.9,31.22,67.02,31.3,158.0,UNHEALTHY,2026-07-19T23:16:51.486546+00:00
PKS_KHI_TRF_02,Karachi,traffic,46.53,55.68,449.15,39.67,87.2,16.28,128.2,UNHEALTHY FOR SENSITIVE,2026-07-19T23:16:51.486575+00:00
PKS_LHR_RES_01,Lahore,residential,30.99,35.13,400.0,28.42,82.47,3.5,90.7,MODERATE,2026-07-19T23:16:51.486589+00:00
PKS_LHR_IND_02,Lahore,industrial,58.75,68.32,545.89,34.5,76.14,19.54,152.7,UNHEALTHY,2026-07-19T23:16:51.486604+00:00
PKS_ISB_PRK_01,Islamabad,park,9.79,12.07,400.0,34.59,20.59,34.21,40.8,GOOD,2026-07-19T23:16:51.486616+00:00
PKS_ISB_TRF_02,Islamabad,traffic,49.04,63.1,409.46,28.71,45.99,21.03,134.3,UNHEALTHY FOR SENSITIVE,2026-07-19T23:16:51.486628+00:00
PKS_PEW_IND_01,Peshawar,industrial,62.85,66.67,679.26,29.68,44.54,55.32,154.8,UNHEALTHY,2026-07-19T23:16:51.486640+00:00
PKS_PEW_RES_02,Peshawar,residential,23.58,27.48,405.24,31.87,17.7,52.82,75.1,MODERATE,2026-07-19T23:16:51.486652+00:00
PKS_MUL_TRF_01,Multan,traffic,67.17,73.08,482.86,34.25,49.36,45.47,157.0,UNHEALTHY,2026-07-19T23:16:51.486664+00:00
PKS_MUL_PRK_02,Multan,park,11.29,13.76,400.0,26.77,20.51,24.77,47.0,GOOD,2026-07-19T23:16:51.486676+00:00
PKS_KHI_IND_01,Karachi,industrial,81.29,90.87,515.19,41.8,53.17,9.94,164.3,UNHEALTHY,2026-07-19T23:17:47.400880+00:00
PKS_KHI_TRF_02,Karachi,traffic,50.45,61.9,446.39,33.71,65.8,12.83,137.8,UNHEALTHY FOR SENSITIVE,2026-07-19T23:17:47.400931+00:00
PKS_LHR_RES_01,Lahore,residential,36.29,41.73,400.0,34.9,25.04,32.41,103.0,UNHEALTHY FOR SENSITIVE,2026-07-19T23:17:47.400961+00:00
PKS_LHR_IND_02,Lahore,industrial,69.92,82.55,650.25,38.63,73.9,44.42,158.4,UNHEALTHY,2026-07-19T23:17:47.400988+00:00
PKS_ISB_PRK_01,Islamabad,park,10.5,11.06,400.0,23.32,18.4,55.41,43.8,GOOD,2026-07-19T23:17:47.401016+00:00
PKS_ISB_TRF_02,Islamabad,traffic,53.55,69.34,400.0,30.19,45.64,2.96,145.4,UNHEALTHY FOR SENSITIVE,2026-07-19T23:17:47.401042+00:00
PKS_PEW_IND_01,Peshawar,industrial,80.97,90.49,565.01,35.51,72.37,54.47,164.1,UNHEALTHY,2026-07-19T23:17:47.401067+00:00
PKS_PEW_RES_02,Peshawar,residential,68.04,73.63,400.0,36.3,50.89,50.94,157.5,UNHEALTHY,2026-07-19T23:17:47.401092+00:00
PKS_MUL_TRF_01,Multan,traffic,44.9,48.58,416.95,34.89,86.13,14.73,124.2,UNHEALTHY FOR SENSITIVE,2026-07-19T23:17:47.401122+00:00
PKS_MUL_PRK_02,Multan,park,7.39,8.36,400.0,32.37,60.99,7.19,30.8,GOOD,2026-07-19T23:17:47.401148+00:00
PKS_KHI_IND_01,Karachi,industrial,84.77,89.58,615.17,43.41,87.96,39.81,166.1,UNHEALTHY,2026-07-19T23:18:07.919521+00:00
PKS_KHI_TRF_02,Karachi,traffic,197.88,233.38,539.57,29.6,61.78,11.18,247.9,VERY UNHEALTHY,2026-07-19T23:18:07.919572+00:00
PKS_LHR_RES_01,Lahore,residential,24.65,30.94,400.0,32.98,15.63,30.05,77.4,MODERATE,2026-07-19T23:18:07.919600+00:00
PKS_LHR_IND_02,Lahore,industrial,329.86,354.09,574.11,35.64,62.4,8.89,364.2,HAZARDOUS,2026-07-19T23:18:07.919628+00:00
PKS_ISB_PRK_01,Islamabad,park,10.82,13.43,400.0,27.29,41.28,9.62,45.1,GOOD,2026-07-19T23:18:07.919655+00:00
PKS_ISB_TRF_02,Islamabad,traffic,48.35,59.09,400.0,29.64,63.34,46.11,132.6,UNHEALTHY FOR SENSITIVE,2026-07-19T23:18:07.919680+00:00
PKS_PEW_IND_01,Peshawar,industrial,84.07,108.65,509.13,41.09,45.0,34.44,165.8,UNHEALTHY,2026-07-19T23:18:07.919709+00:00
PKS_PEW_RES_02,Peshawar,residential,39.91,50.12,400.0,22.89,80.59,35.18,111.9,UNHEALTHY FOR SENSITIVE,2026-07-19T23:18:07.919734+00:00
PKS_MUL_TRF_01,Multan,traffic,42.9,50.33,501.25,29.37,30.24,51.99,119.2,UNHEALTHY FOR SENSITIVE,2026-07-19T23:18:07.919759+00:00
PKS_MUL_PRK_02,Multan,park,7.49,9.46,400.0,37.42,49.31,6.41,31.2,GOOD,2026-07-19T23:18:07.919784+00:00
PKS_KHI_IND_01,Karachi,industrial,63.34,66.7,592.34,33.55,71.11,42.62,155.0,UNHEALTHY,2026-07-19T23:18:26.187786+00:00
PKS_KHI_TRF_02,Karachi,traffic,50.11,53.31,529.92,33.58,34.25,25.82,137.0,UNHEALTHY FOR SENSITIVE,2026-07-19T23:18:26.187876+00:00
PKS_LHR_RES_01,Lahore,residential,21.24,26.09,400.0,26.1,79.68,46.35,70.2,MODERATE,2026-07-19T23:18:26.187926+00:00
PKS_LHR_IND_02,Lahore,industrial,212.69,267.47,439.71,35.8,74.52,21.8,262.6,VERY UNHEALTHY,2026-07-19T23:18:26.187971+00:00
PKS_ISB_PRK_01,Islamabad,park,7.52,8.27,400.0,35.95,61.8,49.84,31.3,GOOD,2026-07-19T23:18:26.188016+00:00
PKS_ISB_TRF_02,Islamabad,traffic,38.01,41.15,560.33,29.97,21.11,32.94,107.2,UNHEALTHY FOR SENSITIVE,2026-07-19T23:18:26.188060+00:00
PKS_PEW_IND_01,Peshawar,industrial,82.97,94.59,477.78,36.98,86.15,14.1,165.2,UNHEALTHY,2026-07-19T23:18:26.188103+00:00
PKS_PEW_RES_02,Peshawar,residential,29.56,35.9,400.0,25.13,89.57,28.06,87.7,MODERATE,2026-07-19T23:18:26.188150+00:00
PKS_MUL_TRF_01,Multan,traffic,55.07,70.94,536.92,36.42,52.38,13.5,149.2,UNHEALTHY FOR SENSITIVE,2026-07-19T23:18:26.188192+00:00
PKS_MUL_PRK_02,Multan,park,6.5,7.4,400.0,33.91,73.35,43.39,27.1,GOOD,2026-07-19T23:18:26.188235+00:00
PKS_KHI_IND_01,Karachi,industrial,72.08,87.46,401.5,38.52,69.65,31.47,159.6,UNHEALTHY,2026-07-19T23:18:53.435116+00:00
PKS_KHI_TRF_02,Karachi,traffic,59.28,75.95,454.09,34.31,17.43,2.95,153.0,UNHEALTHY,2026-07-19T23:18:53.435250+00:00
PKS_LHR_RES_01,Lahore,residential,18.46,21.16,400.0,25.46,43.28,22.5,64.4,MODERATE,2026-07-19T23:18:53.435313+00:00
PKS_LHR_IND_02,Lahore,industrial,91.79,101.19,514.51,34.08,54.64,24.36,169.7,UNHEALTHY,2026-07-19T23:18:53.435358+00:00
PKS_ISB_PRK_01,Islamabad,park,9.45,10.51,400.0,27.34,35.41,9.88,39.4,GOOD,2026-07-19T23:18:53.435401+00:00
PKS_ISB_TRF_02,Islamabad,traffic,49.27,52.74,514.55,32.25,49.33,3.08,134.9,UNHEALTHY FOR SENSITIVE,2026-07-19T23:18:53.435445+00:00
PKS_PEW_IND_01,Peshawar,industrial,70.57,80.71,464.65,37.34,45.51,30.7,158.8,UNHEALTHY,2026-07-19T23:18:53.435487+00:00
PKS_PEW_RES_02,Peshawar,residential,22.38,24.44,400.0,28.21,64.69,34.09,72.6,MODERATE,2026-07-19T23:18:53.435527+00:00
PKS_MUL_TRF_01,Multan,traffic,164.41,187.41,563.42,34.09,31.06,58.5,214.8,VERY UNHEALTHY,2026-07-19T23:18:53.435570+00:00
PKS_MUL_PRK_02,Multan,park,48.03,59.41,400.0,21.28,16.62,24.66,131.8,UNHEALTHY FOR SENSITIVE,2026-07-19T23:18:53.435626+00:00
PKS_KHI_IND_01,Karachi,industrial,202.79,217.42,540.01,41.73,63.59,51.89,252.8,VERY UNHEALTHY,2026-07-19T23:19:04.565535+00:00
PKS_KHI_TRF_02,Karachi,traffic,42.19,51.39,533.85,33.87,79.02,38.46,117.5,UNHEALTHY FOR SENSITIVE,2026-07-19T23:19:04.565567+00:00
PKS_LHR_RES_01,Lahore,residential,20.75,23.16,400.0,34.83,52.99,57.65,69.2,MODERATE,2026-07-19T23:19:04.565578+00:00
PKS_LHR_IND_02,Lahore,industrial,278.8,353.33,746.9,35.95,50.1,18.73,323.5,HAZARDOUS,2026-07-19T23:19:04.565589+00:00
PKS_ISB_PRK_01,Islamabad,park,29.09,36.0,400.0,23.0,87.34,20.59,86.7,MODERATE,2026-07-19T23:19:04.565600+00:00
PKS_ISB_TRF_02,Islamabad,traffic,40.18,52.01,400.0,38.18,61.6,1.8,112.5,UNHEALTHY FOR SENSITIVE,2026-07-19T23:19:04.565610+00:00
PKS_PEW_IND_01,Peshawar,industrial,60.78,65.87,615.59,39.86,68.72,38.39,153.7,UNHEALTHY,2026-07-19T23:19:04.565620+00:00
PKS_PEW_RES_02,Peshawar,residential,23.48,25.05,400.0,34.59,82.8,22.48,74.9,MODERATE,2026-07-19T23:19:04.565629+00:00
PKS_MUL_TRF_01,Multan,traffic,54.96,71.41,449.12,35.74,48.61,51.37,148.9,UNHEALTHY FOR SENSITIVE,2026-07-19T23:19:04.565639+00:00
PKS_MUL_PRK_02,Multan,park,31.13,37.98,400.0,27.14,11.28,18.85,91.0,MODERATE,2026-07-19T23:19:04.565649+00:00
PKS_KHI_IND_01,Karachi,industrial,60.61,72.3,696.55,28.94,69.0,31.09,153.6,UNHEALTHY,2026-07-19T23:19:15.672046+00:00
PKS_KHI_TRF_02,Karachi,traffic,40.68,52.29,566.14,38.02,24.86,12.82,113.8,UNHEALTHY FOR SENSITIVE,2026-07-19T23:19:15.672132+00:00
PKS_LHR_RES_01,Lahore,residential,34.63,36.86,400.0,24.31,58.96,5.19,98.4,MODERATE,2026-07-19T23:19:15.672180+00:00
PKS_LHR_IND_02,Lahore,industrial,96.26,119.52,497.05,29.91,87.98,34.55,172.0,UNHEALTHY,2026-07-19T23:19:15.672225+00:00
PKS_ISB_PRK_01,Islamabad,park,6.42,6.97,400.0,33.7,21.55,43.48,26.8,GOOD,2026-07-19T23:19:15.672268+00:00
PKS_ISB_TRF_02,Islamabad,traffic,50.6,54.1,471.21,32.36,48.11,24.27,138.2,UNHEALTHY FOR SENSITIVE,2026-07-19T23:19:15.672309+00:00
PKS_PEW_IND_01,Peshawar,industrial,272.24,322.28,585.86,40.48,63.62,32.32,318.3,HAZARDOUS,2026-07-19T23:19:15.672353+00:00
PKS_PEW_RES_02,Peshawar,residential,31.5,36.95,400.0,23.8,58.73,41.99,91.8,MODERATE,2026-07-19T23:19:15.672393+00:00
PKS_MUL_TRF_01,Multan,traffic,46.6,52.38,465.09,36.01,56.38,5.05,128.3,UNHEALTHY FOR SENSITIVE,2026-07-19T23:19:15.672432+00:00
PKS_MUL_PRK_02,Multan,park,41.28,43.38,400.0,29.4,68.59,29.66,115.2,UNHEALTHY FOR SENSITIVE,2026-07-19T23:19:15.672475+00:00
PKS_KHI_IND_01,Karachi,industrial,57.56,70.03,522.9,33.79,46.92,44.41,152.1,UNHEALTHY,2026-07-19T23:19:26.820897+00:00
PKS_KHI_TRF_02,Karachi,traffic,54.14,67.22,441.17,27.5,62.75,3.98,146.9,UNHEALTHY FOR SENSITIVE,2026-07-19T23:19:26.820999+00:00
PKS_LHR_RES_01,Lahore,residential,27.74,33.28,400.0,31.96,62.09,37.96,83.9,MODERATE,2026-07-19T23:19:26.821069+00:00
PKS_LHR_IND_02,Lahore,industrial,71.91,82.85,621.1,39.17,33.3,7.21,159.5,UNHEALTHY,2026-07-19T23:19:26.821128+00:00
PKS_ISB_PRK_01,Islamabad,park,12.65,14.04,400.0,32.31,81.94,18.14,52.2,MODERATE,2026-07-19T23:19:26.821189+00:00
PKS_ISB_TRF_02,Islamabad,traffic,52.39,58.69,514.15,31.34,47.88,1.94,142.6,UNHEALTHY FOR SENSITIVE,2026-07-19T23:19:26.821242+00:00
PKS_PEW_IND_01,Peshawar,industrial,82.06,93.13,618.89,37.96,50.7,19.64,164.7,UNHEALTHY,2026-07-19T23:19:26.821293+00:00
PKS_PEW_RES_02,Peshawar,residential,32.53,35.3,400.0,33.61,45.09,37.37,94.0,MODERATE,2026-07-19T23:19:26.821345+00:00
PKS_MUL_TRF_01,Multan,traffic,51.3,60.66,577.92,32.39,55.24,23.15,139.9,UNHEALTHY FOR SENSITIVE,2026-07-19T23:19:26.821405+00:00
PKS_MUL_PRK_02,Multan,park,10.17,11.23,400.0,32.44,38.68,56.37,42.4,GOOD,2026-07-19T23:19:26.821463+00:00
PKS_KHI_IND_01,Karachi,industrial,77.67,83.13,498.0,35.09,63.26,54.27,162.4,UNHEALTHY,2026-07-19T23:19:37.998349+00:00
PKS_KHI_TRF_02,Karachi,traffic,57.32,65.41,432.02,29.91,29.16,59.15,151.9,UNHEALTHY,2026-07-19T23:19:37.998413+00:00
PKS_LHR_RES_01,Lahore,residential,22.64,27.72,400.0,26.79,38.94,59.82,73.2,MODERATE,2026-07-19T23:19:37.998451+00:00
PKS_LHR_IND_02,Lahore,industrial,59.02,63.25,512.93,34.67,68.62,27.92,152.8,UNHEALTHY,2026-07-19T23:19:37.998513+00:00
PKS_ISB_PRK_01,Islamabad,park,12.36,15.31,400.0,20.55,68.9,56.42,51.5,MODERATE,2026-07-19T23:19:37.998556+00:00
PKS_ISB_TRF_02,Islamabad,traffic,52.82,65.2,459.06,45.0,32.21,57.81,143.7,UNHEALTHY FOR SENSITIVE,2026-07-19T23:19:37.998595+00:00
PKS_PEW_IND_01,Peshawar,industrial,99.61,124.35,547.12,34.44,68.66,48.38,173.8,UNHEALTHY,2026-07-19T23:19:37.998633+00:00
PKS_PEW_RES_02,Peshawar,residential,35.11,44.7,400.0,30.51,85.44,30.4,99.4,MODERATE,2026-07-19T23:19:37.998670+00:00
PKS_MUL_TRF_01,Multan,traffic,45.02,55.32,452.7,31.13,13.22,45.7,124.4,UNHEALTHY FOR SENSITIVE,2026-07-19T23:19:37.998707+00:00
PKS_MUL_PRK_02,Multan,park,10.61,13.69,400.0,26.61,21.7,11.28,44.2,GOOD,2026-07-19T23:19:37.998745+00:00
PKS_KHI_IND_01,Karachi,industrial,60.31,73.54,569.38,33.67,32.03,55.73,153.5,UNHEALTHY,2026-07-19T23:19:49.187255+00:00
PKS_KHI_TRF_02,Karachi,traffic,158.01,204.49,511.37,31.65,62.0,35.64,208.4,VERY UNHEALTHY,2026-07-19T23:19:49.187337+00:00
PKS_LHR_RES_01,Lahore,residential,17.37,21.44,400.0,31.31,22.94,13.42,62.1,MODERATE,2026-07-19T23:19:49.187388+00:00
PKS_LHR_IND_02,Lahore,industrial,69.6,78.08,457.83,28.78,82.35,4.61,158.3,UNHEALTHY,2026-07-19T23:19:49.187432+00:00
PKS_ISB_PRK_01,Islamabad,park,28.97,34.97,400.0,28.38,61.58,58.34,86.5,MODERATE,2026-07-19T23:19:49.187474+00:00
PKS_ISB_TRF_02,Islamabad,traffic,42.51,55.06,532.13,26.57,76.93,27.4,118.3,UNHEALTHY FOR SENSITIVE,2026-07-19T23:19:49.187522+00:00
PKS_PEW_IND_01,Peshawar,industrial,63.84,73.07,535.07,36.95,23.19,44.98,155.3,UNHEALTHY,2026-07-19T23:19:49.187565+00:00
PKS_PEW_RES_02,Peshawar,residential,36.63,38.92,400.0,39.82,80.98,30.0,103.8,UNHEALTHY FOR SENSITIVE,2026-07-19T23:19:49.187606+00:00
PKS_MUL_TRF_01,Multan,traffic,58.7,68.56,545.12,33.09,67.84,31.04,152.7,UNHEALTHY,2026-07-19T23:19:49.187649+00:00
PKS_MUL_PRK_02,Multan,park,12.35,13.71,400.0,23.79,42.29,1.09,51.5,MODERATE,2026-07-19T23:19:49.187690+00:00
PKS_KHI_IND_01,Karachi,industrial,72.48,89.56,618.02,28.9,81.5,10.89,159.8,UNHEALTHY,2026-07-19T23:20:22.247857+00:00
PKS_KHI_TRF_02,Karachi,traffic,47.86,62.16,408.57,45.0,82.48,12.96,131.4,UNHEALTHY FOR SENSITIVE,2026-07-19T23:20:22.247961+00:00
PKS_LHR_RES_01,Lahore,residential,33.56,42.23,400.0,35.09,38.66,19.2,96.1,MODERATE,2026-07-19T23:20:22.248009+00:00
PKS_LHR_IND_02,Lahore,industrial,176.53,209.59,576.51,29.18,60.88,44.76,226.8,VERY UNHEALTHY,2026-07-19T23:20:22.248057+00:00
PKS_ISB_PRK_01,Islamabad,park,7.47,8.14,400.0,24.91,70.09,1.56,31.1,GOOD,2026-07-19T23:20:22.248101+00:00
PKS_ISB_TRF_02,Islamabad,traffic,45.51,49.83,422.59,34.48,10.74,51.35,125.6,UNHEALTHY FOR SENSITIVE,2026-07-19T23:20:22.248144+00:00
PKS_PEW_IND_01,Peshawar,industrial,92.75,114.08,525.79,38.51,48.39,12.94,170.2,UNHEALTHY,2026-07-19T23:20:22.248193+00:00
PKS_PEW_RES_02,Peshawar,residential,28.26,35.12,400.0,39.32,70.54,25.98,85.0,MODERATE,2026-07-19T23:20:22.248235+00:00
PKS_MUL_TRF_01,Multan,traffic,147.81,157.81,400.0,34.32,10.95,36.17,198.7,UNHEALTHY,2026-07-19T23:20:22.248277+00:00
PKS_MUL_PRK_02,Multan,park,10.5,12.22,400.0,23.84,19.95,16.15,43.8,GOOD,2026-07-19T23:20:22.248319+00:00
PKS_KHI_IND_01,Karachi,industrial,73.45,77.8,411.6,38.39,71.76,7.25,160.3,UNHEALTHY,2026-07-19T23:20:45.268669+00:00
PKS_KHI_TRF_02,Karachi,traffic,44.45,53.38,400.0,38.88,57.78,57.13,123.0,UNHEALTHY FOR SENSITIVE,2026-07-19T23:20:45.268778+00:00
PKS_LHR_RES_01,Lahore,residential,28.27,34.88,400.0,30.37,22.58,8.4,85.0,MODERATE,2026-07-19T23:20:45.268824+00:00
PKS_LHR_IND_02,Lahore,industrial,56.91,73.02,526.99,32.55,10.22,56.08,151.7,UNHEALTHY,2026-07-19T23:20:45.268864+00:00
PKS_ISB_PRK_01,Islamabad,park,37.23,41.38,400.0,30.09,83.78,52.34,105.3,UNHEALTHY FOR SENSITIVE,2026-07-19T23:20:45.268904+00:00
PKS_ISB_TRF_02,Islamabad,traffic,52.01,56.32,410.77,29.77,27.2,54.79,141.7,UNHEALTHY FOR SENSITIVE,2026-07-19T23:20:45.268942+00:00
PKS_PEW_IND_01,Peshawar,industrial,93.02,119.84,618.36,43.96,40.06,11.77,170.4,UNHEALTHY,2026-07-19T23:20:45.268980+00:00
PKS_PEW_RES_02,Peshawar,residential,113.59,147.28,400.0,28.58,63.44,35.73,181.0,UNHEALTHY,2026-07-19T23:20:45.269018+00:00
PKS_MUL_TRF_01,Multan,traffic,41.62,44.99,456.18,29.76,80.22,47.2,116.1,UNHEALTHY FOR SENSITIVE,2026-07-19T23:20:45.269060+00:00
PKS_MUL_PRK_02,Multan,park,9.23,10.78,400.0,29.71,65.76,16.62,38.5,GOOD,2026-07-19T23:20:45.269099+00:00
PKS_KHI_IND_01,Karachi,industrial,91.71,114.76,550.47,27.8,21.83,24.05,169.7,UNHEALTHY,2026-07-19T23:21:20.068558+00:00
PKS_KHI_TRF_02,Karachi,traffic,65.67,78.34,401.08,35.44,82.07,31.92,156.2,UNHEALTHY,2026-07-19T23:21:20.068597+00:00
PKS_LHR_RES_01,Lahore,residential,22.36,25.37,400.0,29.16,64.52,43.26,72.6,MODERATE,2026-07-19T23:21:20.068621+00:00
PKS_LHR_IND_02,Lahore,industrial,231.1,282.26,535.61,43.09,27.19,17.63,280.9,VERY UNHEALTHY,2026-07-19T23:21:20.068643+00:00
PKS_ISB_PRK_01,Islamabad,park,18.31,23.45,400.0,26.29,81.12,57.79,64.0,MODERATE,2026-07-19T23:21:20.068663+00:00
PKS_ISB_TRF_02,Islamabad,traffic,51.36,64.4,475.53,37.11,35.67,12.45,140.1,UNHEALTHY FOR SENSITIVE,2026-07-19T23:21:20.068682+00:00
PKS_PEW_IND_01,Peshawar,industrial,57.7,74.39,552.64,45.0,34.73,34.92,152.1,UNHEALTHY,2026-07-19T23:21:20.068702+00:00
PKS_PEW_RES_02,Peshawar,residential,25.16,26.63,400.0,30.08,57.44,31.1,78.5,MODERATE,2026-07-19T23:21:20.068720+00:00
PKS_MUL_TRF_01,Multan,traffic,55.95,68.74,400.0,36.92,69.82,37.7,151.2,UNHEALTHY,2026-07-19T23:21:20.068739+00:00
PKS_MUL_PRK_02,Multan,park,15.56,18.29,400.0,33.83,42.72,54.43,58.3,MODERATE,2026-07-19T23:21:20.068760+00:00
PKS_KHI_IND_01,Karachi,industrial,78.6,90.16,502.59,39.42,49.22,25.44,162.9,UNHEALTHY,2026-07-19T23:22:26.419197+00:00
PKS_KHI_TRF_02,Karachi,traffic,44.83,54.37,400.0,32.14,75.99,43.03,124.0,UNHEALTHY FOR SENSITIVE,2026-07-19T23:22:26.419223+00:00
PKS_LHR_RES_01,Lahore,residential,23.63,26.5,400.0,31.29,49.61,56.43,75.2,MODERATE,2026-07-19T23:22:26.419234+00:00
PKS_LHR_IND_02,Lahore,industrial,60.15,73.59,453.87,32.44,37.77,26.44,153.4,UNHEALTHY,2026-07-19T23:22:26.419245+00:00
PKS_ISB_PRK_01,Islamabad,park,27.53,32.39,400.0,27.74,16.39,35.59,83.4,MODERATE,2026-07-19T23:22:26.419255+00:00
PKS_ISB_TRF_02,Islamabad,traffic,51.77,58.64,400.0,33.45,55.04,58.94,141.1,UNHEALTHY FOR SENSITIVE,2026-07-19T23:22:26.419265+00:00
